city,name,displayName,region,longitude,latitude,userRating
Jakarta,Hotel Ciputra Jakarta managed by Swiss-Belhotel International,Hotel Ciputra Jakarta managed by Swiss-Belhotel International,"Tanjung Duren, Jakarta",106.786498,-6.168121,4
Jakarta,DoubleTree by Hilton Jakarta - Diponegoro,DoubleTree by Hilton Jakarta - Diponegoro,"Cikini, Jakarta",106.843069,-6.198831,4
Jakarta,Sheraton Grand Jakarta Gandaria City Hotel,Sheraton Grand Jakarta Gandaria City Hotel,"Kebayoran Lama Utara, Jakarta",106.7830351,-6.2452633,4
Jakarta,Millennium Hotel Sirih Jakarta,Millennium Hotel Sirih Jakarta,"Tanah Abang, Jakarta",106.81670638161472,-6.182667002467954,4
Jakarta,Teraskita Hotel Jakarta managed by Dafam,Teraskita Hotel Jakarta managed by Dafam,"Cawang, Jakarta",106.87465,-6.245687,4
Jakarta,Lumire Hotel & Convention Center,Lumire Hotel & Convention Center,"Senen, Jakarta",106.84034395092624,-6.1759450247056895,4
Jakarta,Royal Kuningan Hotel,Royal Kuningan Hotel,"Rasuna Said, Jakarta",106.830269,-6.206681,4
Jakarta,Pullman Jakarta Central Park,Pullman Jakarta Central Park,"Tanjung Duren, Jakarta",106.790028,-6.17646,4
Jakarta,Manhattan Hotel Jakarta,Manhattan Hotel Jakarta,"Rasuna Said, Jakarta",106.83132114484404,-6.225193013149259,4
Jakarta,Swiss-Belinn Simatupang Jakarta,Swiss-Belinn Simatupang Jakarta,"Lebak Bulus, Jakarta",106.779478,-6.291379,4
Jakarta,InterContinental Hotels JAKARTA PONDOK INDAH,InterContinental Hotels JAKARTA PONDOK INDAH,"Pondok Indah, Jakarta",106.782179,-6.264619,4
Jakarta,Grand Tropic Suites Hotel,Grand Tropic Suites Hotel,"Tanjung Duren, Jakarta",106.7876258,-6.171492499999999,4
Jakarta,Le Meridien Jakarta,Le Meridien Jakarta,"Sudirman, Jakarta",106.81866790000004,-6.2133933,4
Jakarta,Gran Melia Jakarta,Gran Melia Jakarta,"Kuningan, Jakarta",106.83007767857362,-6.2345030560441215,4
Jakarta,Swiss-Belhotel Pondok Indah,Swiss-Belhotel Pondok Indah,"Pondok Indah, Jakarta",106.779704,-6.28759,4
Jakarta,Holiday Inn Express JAKARTA PLUIT CITYGATE,Holiday Inn Express JAKARTA PLUIT CITYGATE,"Pluit, Jakarta",106.79044,-6.127151,4
Jakarta,Hotel Santika Premiere Slipi Jakarta,Hotel Santika Premiere Slipi Jakarta,"Slipi, Jakarta",106.802312,-6.198277,4
Jakarta,Fairmont Jakarta,Fairmont Jakarta,"Senayan, Jakarta",106.798688,-6.221751,4
Jakarta,Redtop Hotel & Convention Center,Redtop Hotel & Convention Center,"Pecenongan, Jakarta",106.82683223677066,-6.163276663123464,4
Jakarta,Grand Whiz Poins Simatupang Jakarta,Grand Whiz Poins Simatupang Jakarta,"Lebak Bulus, Jakarta",106.77765899999996,-6.289882,4
Jakarta,Ambhara Hotel,Ambhara Hotel,"Melawai, Jakarta",106.8034194,-6.243213889,4
Jakarta,ASTON Pluit Hotel & Residence,ASTON Pluit Hotel & Residence,"Pluit, Jakarta",106.795115,-6.12443,4
Jakarta,Hotel Gren Alia Jakarta,Hotel Gren Alia Jakarta,"Senen, Jakarta",106.838203,-6.180881,4
Jakarta,Holiday Inn Express JAKARTA WAHID HASYIM,Holiday Inn Express JAKARTA WAHID HASYIM,"Kebon Kacang, Jakarta",106.821936,-6.187198,4
Jakarta,ibis Styles Jakarta Airport,ibis Styles Jakarta Airport,"Benda, Jakarta",106.683062,-6.115917,4
Jakarta,Sentral Cawang Hotel,Sentral Cawang Hotel,"Cawang, Jakarta",106.872668,-6.246891999999999,4
Jakarta,Harris Vertu Hotel Harmoni,Harris Vertu Hotel Harmoni,"Harmoni, Jakarta",106.820607,-6.164290999999999,4
Jakarta,Grand Dafam Ancol Jakarta,Grand Dafam Ancol Jakarta,"Ancol, Jakarta",106.829628,-6.1297622,4
Jakarta,Harris Tebet Jakarta,Harris Tebet Jakarta,"Manggarai Selatan, Jakarta",106.848124,-6.222914,4
Jakarta,Swiss-Belresidences Kalibata,Swiss-Belresidences Kalibata,"Kalibata, Jakarta",106.855782,-6.255345,4
Jakarta,Grand Mercure Jakarta Kemayoran,Grand Mercure Jakarta Kemayoran,"Gunung Sahari, Jakarta",106.849698,-6.1536,4
Jakarta,"The Ritz-Carlton Jakarta, Mega Kuningan","The Ritz-Carlton Jakarta, Mega Kuningan","Kuningan, Jakarta",106.82717449999996,-6.2285397,4
Jakarta,ASTON Kartika Grogol Hotel & Conference Center,ASTON Kartika Grogol Hotel & Conference Center,"Grogol, Jakarta",106.79213986011882,-6.16686899614645,4
Jakarta,Swiss-Belhotel Airport Jakarta,Swiss-Belhotel Airport Jakarta,"Benda, Jakarta",106.686955,-6.113721,4
Jakarta,Hotel Dharmein,Hotel Dharmein,"Melawai, Jakarta",106.7986681,-6.243422499999999,4
Jakarta,Swiss-Belinn Wahid Hasyim,Swiss-Belinn Wahid Hasyim,"Kebon Kacang, Jakarta",106.8208767,-6.187239399999999,4
Jakarta,Ra Suites Simatupang,Ra Suites Simatupang,"Cilandak Barat, Jakarta",106.7960524,-6.291939699999999,4
Jakarta,Shangri-La Jakarta,Shangri-La Jakarta,"Karet Tengsin, Jakarta",106.818753,-6.202312,4
Jakarta,Grand Mercure Jakarta Harmoni,Grand Mercure Jakarta Harmoni,"Harmoni, Jakarta",106.81966,-6.160168,4
Bandung,eL Hotel Royale Bandung,eL Hotel Royale Bandung,"Merdeka, Bandung",107.6103538,-6.9158591,4
Bandung,Grand Tjokro Premiere Bandung,Grand Tjokro Premiere Bandung,"Cihampelas, Bandung",107.603845,-6.886302,4
Bandung,Four Points by Sheraton Bandung,Four Points by Sheraton Bandung,"Dago, Bandung",107.61215800000002,-6.901574999999999,4
Bandung,Aryaduta Bandung,Aryaduta Bandung,"Merdeka, Bandung",107.611662,-6.907893,4
Bandung,Hilton Bandung,Hilton Bandung,"Pasirkaliki, Bandung",107.597623,-6.912836,4
Bandung,InterContinental Hotels BANDUNG DAGO PAKAR,InterContinental Hotels BANDUNG DAGO PAKAR,"Mekarsaluyu, Bandung",107.641947,-6.86674,4
Bandung,Clove Garden Hotel & Residence,Clove Garden Hotel & Residence,"Dago, Bandung",107.64264427249144,-6.873058413514878,4
Bandung,Moxy Bandung,Moxy Bandung,"Dago, Bandung",107.61191970000004,-6.900311699999999,4
Bandung,ibis Bandung Trans Studio,ibis Bandung Trans Studio,"Buahbatu, Bandung",107.636254,-6.926821,4
Bandung,Apartment Gateway Cicadas by GPro,Apartment Gateway Cicadas by GPro,"Cibeunying, Bandung",107.64497729999994,-6.9069707,3
Bandung,Holiday Inn BANDUNG PASTEUR,Holiday Inn BANDUNG PASTEUR,"Pasteur, Bandung",107.590679,-6.895968,4
Bandung,Kytos Hotel,Kytos Hotel,"Setiabudi, Bandung",107.5932264513176,-6.869466130274049,4
Bandung,Crowne Plaza BANDUNG,Crowne Plaza BANDUNG,"Sumurbandung, Bandung",107.6118,-6.9171,4
Bandung,Apartmen The Suite Metro By Faris Bunbun,Apartmen The Suite Metro By Faris Bunbun,"Batununggal, Bandung",107.65908479690552,-6.939430971070963,4
Bandung,The Papandayan Hotel,The Papandayan,"Lengkong, Bandung",107.62379,-6.923077,4
Bandung,THE 1O1 Bandung Dago,THE 1O1 Bandung Dago,"Dago, Bandung",107.61021099999994,-6.9063411,4
Bandung,GH Universal Hotel,GH Universal Hotel,"Setiabudi, Bandung",107.597998,-6.850522,4
Bandung,The Suites Metro by Desta Faris,The Suites Metro by Desta Faris,"Batununggal, Bandung",107.65921354293825,-6.937950585215877,4
Bandung,Sheraton Bandung Hotel & Towers,Sheraton Bandung Hotel & Towers,"Dago Atas, Bandung",107.61997989999998,-6.874546500000001,4
Bandung,Janévalla Bandung,Janévalla Bandung,"Merdeka, Bandung",107.61186999899996,-6.90974,4
Bandung,Grand Hotel Preanger,Grand Hotel Preanger,"Braga, Bandung",107.611636,-6.920718,4
Bandung,Shakti Hotel Bandung,Shakti Hotel Bandung,"Gedebage, Bandung",107.69711589999996,-6.937308900000001,4
Bandung,The Luxton Bandung,The Luxton Bandung,"Dago, Bandung",107.611357,-6.903839,4
Bandung,Maison Teraskita Bandung,Maison Teraskita Bandung,"Asia Afrika, Bandung",107.6068887,-6.9210901,4
Bandung,Serela Riau by KAGUM Hotels,Serela Riau by KAGUM Hotels,"Jalan Riau, Bandung",107.619476,-6.906403,4
Bandung,Harris Hotel & Conventions Festival Citilink Bandung,Harris Hotel & Conventions Festival Citilink Bandung,"Pasir Koja, Bandung",107.586579,-6.929819,4
Bandung,Horison Ultima Bandung,Horison Ultima Bandung,"Lengkong, Bandung",107.625306,-6.935608,4
Bandung,Atlantic City Hotel,Atlantic City,"Pasirkaliki, Bandung",107.59769817790982,-6.9069168411350725,4
Bandung,Nine Inn by Edotel Dbest,Nine Inn by Edotel Dbest,"Batununggal, Bandung",107.656755266489,-6.93946554350589,4
Bandung,Grand Serela Setiabudhi by KAGUM Hotels,Grand Serela Setiabudhi by KAGUM Hotels,"Setiabudi, Bandung",107.60120919999996,-6.8810402,4
Bandung,"Courtyard by Marriott Bandung Dago, CHSE Certified","Courtyard by Marriott Bandung Dago, CHSE Certified","Dago, Bandung",107.6100776,-6.90421453,4
Bandung,Serela Merdeka by KAGUM Hotels,Serela Merdeka by KAGUM Hotels,"Dago, Bandung",107.6090011,-6.906646200000001,4
Bandung,Amaroossa Bandung,Amaroossa Bandung,"Jalan Riau, Bandung",107.618396,-6.908619,4
Bandung,Banana Inn by KAGUM Hotels,Banana Inn by KAGUM Hotels,"Setiabudi, Bandung",107.59368,-6.866921,4
Bandung,POP! Hotel Festival Citylink - Bandung,POP! Hotel Festival Citylink - Bandung,"Pasir Koja, Bandung",107.585973,-6.929565,4
Bandung,Sensa Hotel Bandung,Sensa Hotel Bandung,"Cihampelas, Bandung",107.6053673,-6.8946953,4
Bandung,ibis Bandung Pasteur,ibis Bandung Pasteur,"Pasteur, Bandung",107.59606,-6.899887,4
Bandung,Mercure Bandung City Centre,Mercure Bandung City Centre,"Asia Afrika, Bandung",107.611619,-6.923887,4
Bandung,Grand Sunshine Resort and Convention,Grand Sunshine Resort and Convention,"Pamekaran, Bandung",107.5286853,-7.0253776,4
Bandung,Serela Waringin by KAGUM Hotels,Serela Waringin by KAGUM Hotels,"Pasirkaliki, Bandung",107.593113183975,-6.91704345484043,4
Bandung,"Sukajadi Hotel, Convention and Gallery","Sukajadi Hotel, Convention and Gallery","Sukajadi, Bandung",107.59695899999996,-6.885653,4
Bandung,De Paviljoen Bandung,De Paviljoen Bandung,"Jalan Riau, Bandung",107.620601,-6.905833,4
Bandung,Cinnamon Hotel Boutique Syariah,Cinnamon Hotel Boutique Syariah,"Setiabudi, Bandung",107.59508,-6.858609,4
Bandung,Zest Hotel Sukajadi Bandung,Zest Hotel Sukajadi Bandung,"Sukajadi, Bandung",107.59748137301632,-6.895187907438221,4
Bandung,Hotel 88 Bandung Kopo,Hotel 88 Bandung Kopo,"Cibaduyut, Bandung",107.586104,-6.951871,4
Bandung,Sari Ater Kamboti Hotel Bandung,Sari Ater Kamboti Hotel Bandung,"Pasteur, Bandung",107.5796914100647,-6.88320499924914,4
Bandung,Kedaton Hotel,Kedaton Hotel,"Sumurbandung, Bandung",107.60793,-6.915518,4
Bandung,Hemangini Hotel Bandung,Hemangini Hotel Bandung,"Setiabudi, Bandung",107.59915678042604,-6.880680125947302,4
Medan,Cambridge Hotel Medan,Cambridge Hotel Medan,"Pusat Kota Medan, Medan",98.66721143187716,3.585092741141504,4
Medan,JW Marriott Hotel Medan,JW Marriott Hotel Medan,"Pusat Kota Medan, Medan",98.675913,3.596374,4
Medan,Horison Sky Kualanamu,Horison Sky Kualanamu,"Beringin, Medan",98.87912,3.635499,4
Medan,Hotel Anaya,Hotel Anaya,"Medan Baru, Medan",98.6653476,3.5763272,3
Medan,Prime Plaza Hotel Kualanamu,Prime Plaza Hotel Kualanamu,"Batang Kuis, Medan",98.83332629999995,3.5993086,4
Medan,Cordex Hotel Medan,Cordex Hotel Medan,"Pusat Kota Medan, Medan",98.67324052532848,3.5948335811100565,4
Medan,Miyanna Hotel,Miyanna Hotel,"Percut Sei Tuan, Medan",98.708543,3.633815,4
Medan,SELECTA HOTEL,SELECTA HOTEL,"Pusat Kota Medan, Medan",98.67732291127253,3.585153996786448,4
Medan,OYO 2361 Hotel Winston,OYO 2361 Hotel Winston,"Tanjung Morawa, Medan",98.80199346011888,3.57905882160592,4
Medan,Grand Kanaya Hotel,Grand Kanaya Hotel,"Medan Petisah, Medan",98.6530408,3.589175499999999,4
Medan,CREW EXPRESS Hotel,CREW EXPRESS Hotel,"Tanjung Morawa, Medan",98.80448649999994,3.5872179,4
Medan,Hotel Antares,Hotel Antares,"Pusat Kota Medan, Medan",98.68833683431149,3.5740013656505103,4
Medan,Swasana Hotel Medan,Swasana Hotel Medan,"Medan Petisah, Medan",98.6648188,3.5932935,4
Medan,Cordela Inn Millenium Medan,Cordela Inn Millenium Medan,"Medan Helvetia, Medan",98.6438714,3.599286400000001,4
Medan,Alpha Inn Medan,Alpha Inn Medan,"Medan Petisah, Medan",98.6677599325776,3.593223642685336,4
Medan,Cordela Hotel Medan,Cordela Hotel Medan,"Pusat Kota Medan, Medan",98.68686090000006,3.596479,4
Medan,Pardede International Hotel Medan,Pardede International Hotel Medan,"Medan Polonia, Medan",98.672321,3.571747,4
Medan,Wisma Sederhana Budget Hotel,Wisma Sederhana Budget Hotel,"Pusat Kota Medan, Medan",98.685209,3.582889,4
Medan,Hotel Menara Lexus,Hotel Menara Lexus,"Medan Maimun, Medan",98.69501160000004,3.5570911,4
Medan,NIVIA HOTEL,NIVIA HOTEL,"Medan Tembung, Medan",98.7336389,3.5970638,4
Medan,Lively Hotel Kualanamu Airport Medan,Lively Hotel Kualanamu Airport Medan,"Batang Kuis, Medan",98.83181109999998,3.5978919,4
Medan,OYO 2345 Homestay Jaya,OYO 2345 Homestay Jaya,"Pusat Kota Medan, Medan",98.6917912571472,3.589357479205492,4
Medan,Hotel Aero,Hotel Aero,"Tanjung Morawa, Medan",98.78496743738653,3.521034879567324,4
Medan,OYO 90565 Wesly House,OYO 90565 Wesly House,"Medan Petisah, Medan",98.6590969,3.5859858,4
Medan,Amaliun Hotel,Amaliun Hotel,"Pusat Kota Medan, Medan",98.689917,3.57627,4
Medan,Odua Golden Mansyur Medan,Odua Golden Mansyur Medan,"Medan Baru, Medan",98.6574948,3.5685339,5
Medan,OYO 90457 Anara Residence & Guest House,OYO 90457 Anara Residence & Guest House,"Medan Helvetia, Medan",98.6274155,3.594359,4
Medan,OYO 1457 Tmj Guest House,OYO 1457 Tmj Guest House,"Pusat Kota Medan, Medan",98.68769928472511,3.596196314853389,4
Medan,Putra Mulia Hotel,Putra Mulia Hotel,"Medan Petisah, Medan",98.654028,3.590277299999999,4
Medan,Alam Hotel by Cordela,Alam Hotel by Cordela,"Medan Area, Medan",98.70336629999996,3.5724663,4
Medan,OYO 2574 Z Suites Hotel,OYO 2574 Z Suites Hotel,"Medan Sunggal, Medan",98.627309,3.578268,4
Medan,OYO 456 Aljadid Guest House Syariah,OYO 456 Aljadid Guest House Syariah,"Pusat Kota Medan, Medan",98.68917970000008,3.5780225,4
Medan,Kanasha Hotel,Kanasha Hotel,"Pusat Kota Medan, Medan",98.68549029999996,3.578569,4
Medan,OYO 1400 Barat Residence Syariah,OYO 1400 Barat Residence Syariah,"Medan Selayang, Medan",98.65020450859834,3.558701226713421,4
Medan,OYO 90447 Kardopa Hotel Megapark,OYO 90447 Kardopa Hotel Megapark,"Medan Petisah, Medan",98.6470068,3.6013783,4
Medan,Huber Apartment,Huber Apartment,"Medan Selayang, Medan",98.64856570959093,3.572132153779516,4
Medan,My Studio Hotel Kualanamu Airport Medan,My Studio Hotel Kualanamu Airport Medan,"Batang Kuis, Medan",98.8317001,3.5980642,4
Medan,OYO 1183 Papakoel,OYO 1183 Papakoel,"Medan Baru, Medan",98.6523907313175,3.5645902074504083,4
Medan,Vivo Stay,Vivo Stay,"Pusat Kota Medan, Medan",98.683954,3.58621,4
Medan,OYO 359 Executive Inn,OYO 359 Executive Inn,"Medan Tembung, Medan",98.70933689999993,3.5979273,4
Denpasar,Adi Pelita Sari,Adi Pelita Sari,"Denpasar Barat, Denpasar",115.21364991485814,-8.666268074565354,4
Banda Aceh,Hermes Palace by BENCOOLEN,Hermes Palace by BENCOOLEN,"Ulee Kareng, Banda Aceh",95.34411439999997,5.556202000000001,4
Banda Aceh,Hip Hope Hotel,Hip Hope Hotel,"Baiturrahman, Banda Aceh",95.31453752247624,5.552951738317781,4
Banda Aceh,Kyriad Hotel Muraya Aceh,Kyriad Hotel Muraya Aceh,"Kuta Alam, Banda Aceh",95.32226879999996,5.5566859,4
Banda Aceh,The Pade Hotel,The Pade Hotel,"Banda Raya, Banda Aceh",95.31675157672112,5.517330657473516,4
Banda Aceh,Hotel Medan Banda Aceh,Hotel Medan Banda Aceh,"Kuta Alam, Banda Aceh",95.3187103,5.557452200000001,4
Banda Aceh,Grand Arabia Hotel,Grand Arabia Hotel,"Meuraksa, Banda Aceh",95.311771,5.549543,4
Banda Aceh,Plum Hotel Lading Banda Aceh,Plum Hotel Lading Banda Aceh,"Baiturrahman, Banda Aceh",95.31722202140372,5.55578016919494,4
Banda Aceh,SPOT ON 2134 Seunia Hotel,SPOT ON 2134 Seunia Hotel,"Syiah Kuala, Banda Aceh",95.35603154776118,5.572784851087732,4
Banda Aceh,Hotel Rasamala,Hotel Rasamala,"Banda Raya, Banda Aceh",95.30800309999997,5.538021,4
Banda Aceh,Hotel Amel & Convention Hall,Hotel Amel & Convention Hall,"Meuraksa, Banda Aceh",95.30230343341827,5.552011712855048,4
Banda Aceh,OYO 854 Ub Caisar Hotel,OYO 854 Ub Caisar Hotel,"Syiah Kuala, Banda Aceh",95.34825,5.576094,4
Banda Aceh,Hotel Mekkah,Hotel Mekkah,"Kuta Alam, Banda Aceh",95.33785439999996,5.5665236,4
Banda Aceh,Kumala Hotel Banda Aceh,Kumala Hotel Banda Aceh,"Ulee Kareng, Banda Aceh",95.3453647,5.551411499999999,4
Banda Aceh,Grand Nanggroe Hotel,Grand Nanggroe Hotel,"Lueng Bata, Banda Aceh",95.34115091534431,5.537159321226633,4
Banda Aceh,Seventeen Hotel,Seventeen Hotel,"Baiturrahman, Banda Aceh",95.30901297926904,5.539688339044584,4
Banda Aceh,Hotel 61 Banda Aceh,Hotel 61 Banda Aceh,"Kuta Alam, Banda Aceh",95.3219,5.556982,4
Banda Aceh,Mita Mulia Hotel,Mita Mulia Hotel,"Syiah Kuala, Banda Aceh",95.36538489999998,5.572208400000001,4
Banda Aceh,Oasis Atjeh Hotel,Oasis Atjeh Hotel,"Lueng Bata, Banda Aceh",95.339259,5.540535,4
Banda Aceh,Al-Hanifi Hotel,Al-Hanifi Hotel,"Kuta Alam, Banda Aceh",95.33480609999992,5.5645256,4
Banda Aceh,Capital O 2018 Ring Road Guest House Syariah,Capital O 2018 Ring Road Guest House Syariah,"Lueng Bata, Banda Aceh",95.33626184907382,5.532286874288471,4
Banda Aceh,My Home Aceh,My Home Aceh,"Kuta Alam, Banda Aceh",95.320059,5.556313,4
Banda Aceh,Capital O 1630 Hotel Syariah Ring Road,Capital O 1630 Hotel Syariah Ring Road,"Lueng Bata, Banda Aceh",95.33055450000006,5.5304327,4
Banda Aceh,Hotel Madinah,Hotel Madinah,"Kuta Alam, Banda Aceh",95.338144,5.563376,3
Banda Aceh,Hozby Family Suites,Hozby Family Suites,"Banda Raya, Banda Aceh",95.3291802067459,5.530114689016338,5
Padang,The ZHM Premiere (d/h Grand Zuri) Padang,The ZHM Premiere (d/h Grand Zuri) Padang,"Padang Selatan, Padang",100.36424346038405,-0.9546921537045492,4
Padang,Truntum Padang Hotel,Truntum Padang Hotel,"Padang Barat, Padang",100.35699605941818,-0.957372972316641,4
Padang,ibis Padang,ibis Padang Hotel,"Padang Utara, Padang",100.362942,-0.929411,4
Padang,Rocky Plaza Hotel Padang,Rocky Plaza Hotel Padang,"Padang Barat, Padang",100.3596,-0.9468,4
Padang,Pangeran Beach Hotel,Pangeran Beach Hotel,"Padang Utara, Padang",100.350743608004,-0.923987933655728,4
Padang,Mercure Padang,Mercure Padang,"Padang Barat, Padang",100.352313,-0.936285,4
Padang,Ocean Beach Hotel,Ocean Beach Hotel,"Padang Barat, Padang",100.3582107,-0.9449121,4
Padang,Kyriad Bumiminang Hotel Padang,Kyriad Bumiminang Hotel Padang,"Padang Barat, Padang",100.358635,-0.955532,4
Padang,The Axana Hotel,The Axana Hotel,"Padang Barat, Padang",100.359162,-0.95468,4
Padang,favehotel Olo Padang,favehotel Olo Padang,"Padang Barat, Padang",100.355797,-0.945573,4
Padang,Deivan Hotel,Deivan Hotel,"Padang Barat, Padang",100.355416,-0.95734,4
Padang,Imelda Hotel - Water Park - Convention,Imelda Hotel - Water Park - Convention,"Pauh, Padang",100.464727,-0.942267,4
Padang,Nagari Koto Gadang,Nagari Koto Gadang,"Padang Barat, Padang",100.36148107962345,-0.9463392492953304,4
Padang,New d'Dhave Hotel,New d'Dhave Hotel,"Nanggalo, Padang",100.361719,-0.896048,4
Padang,OYO 3305 Bumi Siliwangi Residence,OYO 3305 Bumi Siliwangi Residence,"Padang Utara, Padang",100.3550818982013,-0.9204012904087272,4
Padang,Fazarel Residence Syariah,Fazarel Residence Syariah,"Padang Barat, Padang",100.35530624113926,-0.9384331732869036,4
Padang,d'Dhave hotel,d'Dhave hotel,"Padang Barat, Padang",100.3540372,-0.9354586,4
Padang,TANAHOTEL PADANG,TANAHOTEL PADANG,"Padang Utara, Padang",100.36932255828384,-0.9209890596235798,4
Padang,Kinol Homestay,Kinol Homestay,"Padang Selatan, Padang",100.361745,-0.954933,4
Padang,OYO 1673 M Authentic Kost Man,OYO 1673 M Authentic Kost Man,"Padang Barat, Padang",100.36062307486873,-0.960631782904952,4
Padang,OYO 91675 Utama Residence,OYO 91675 Utama Residence,"Padang Utara, Padang",100.3515398,-0.920044,5
Padang,Kelapa Gading Guesthouse II,Kelapa Gading Guesthouse II,"Padang Utara, Padang",100.35624101758005,-0.9152716021457644,4
Padang,Jesnic Hotel,Jesnic Hotel,"Padang Selatan, Padang",100.36393,-0.954259,4
Padang,TEE HOTEL,TEE HOTEL,"Nanggalo, Padang",100.3694402530167,-0.8870688925695485,4
Padang,Wisma Ayank,Wisma Ayank,"Lubuk Begalung, Padang",100.41916500000002,-0.94981,4
Padang,Wisma Tatar Pasundan,Wisma Tatar Pasundan,"Padang Utara, Padang",100.35257,-0.913911,4
Padang,HOTEL RUMAH RB,HOTEL RUMAH RB,"Padang Timur, Padang",100.390924,-0.9526868,3
Padang,Hotel Bintang Padang,Hotel Bintang Padang,"Padang Barat, Padang",100.358567,-0.962769,4
Padang,Lestari Guesthouse,Lestari Guesthouse,"Padang Barat, Padang",100.35783156752586,-0.9577641849145276,4
Padang,Wisma Rumah KIta,Wisma Rumah KIta,"Padang Barat, Padang",100.36043770000003,-0.9599649999999998,4
Padang,Rumah Tamu Agung,Rumah Tamu Agung,"Padang Timur, Padang",100.3850346,-0.9547117,4
Palembang,Wyndham Opi Hotel Palembang,Wyndham Opi Hotel Palembang,"Plaju, Palembang",104.79119428288914,-3.0355603303886443,4
Palembang,Beston Hotel Palembang (FKA Horison Ultima Palembang),Beston Hotel Palembang (FKA Horison Ultima Palembang),"Ilir Timur I, Palembang",104.756718,-2.979965,4
Palembang,The Alts Hotel,The Alts Hotel,"Ilir Timur II, Palembang",104.7646873,-2.9709533,4
Palembang,ASTON Palembang Hotel & Conference Center,ASTON Palembang Hotel & Conference Center,"Ilir Timur II, Palembang",104.747336,-2.95496,4
Palembang,All Nite & Day Palembang - Veteran,All Nite & Day Palembang - Veteran,"Ilir Timur I, Palembang",104.76237609999998,-2.9758718,4
Palembang,MaxOneHotels.com @ Vivo Palembang,MaxOneHotels.com @ Vivo Palembang,"Ilir Timur II, Palembang",104.759316,-2.95173,4
Palembang,The Zuri Palembang,The Zuri Palembang,"Bukit Kecil, Palembang",104.7469008,-2.9815692,4
Palembang,Rio City Hotel,Rio City Hotel,"Ilir Timur II, Palembang",104.765071,-2.980241,4
Palembang,BATIQA Hotel Palembang,BATIQA Hotel Palembang,"Ilir Barat I, Palembang",104.744264,-2.984509,4
Palembang,favehotel Palembang,favehotel Palembang,"Ilir Timur II, Palembang",104.746127,-2.956293,4
Palembang,Harper Palembang by ASTON,Harper Palembang by ASTON,"Ilir Timur II, Palembang",104.7574045,-2.952341600000001,4
Palembang,Hotel Santika Radial Palembang,Hotel Santika Radial Palembang,"Bukit Kecil, Palembang",104.7481,-2.981195,4
Palembang,The Excelton Hotel,The Excelton Hotel,"Ilir Barat I, Palembang",104.73128270000008,-2.97044,4
Palembang,Algoritma Hotel Palembang,Algoritma Hotel Palembang,"Ilir Timur II, Palembang",104.769866,-2.969668,4
Palembang,The 1O1 Palembang Rajawali,The 1O1 Palembang Rajawali,"Ilir Timur II, Palembang",104.76435,-2.971266,4
Palembang,Ayola Sentosa Palembang,Ayola Sentosa Palembang,"Ilir Timur I, Palembang",104.761615,-2.985285,4
